"w_idx","islandName","baseDate","baseTime","fcstDate","fcstTime","POP","PTY","PCP","REH","SNO","SKY","TMP","TMN","TMX","UUU","VVV","WAV","VEC","WSD","insertDttm"
"178","신안 선도","20240822","1100","20240822","1200","30","0","강수없음","80","적설없음","4","31","","","3.1","10.8","0.5","196","11.2","2024-08-22 11:00:01"
"179","무안 탄도","20240822","1100","20240822","1200","60","1","3.0mm","80","적설없음","4","31","","","1.9","8","0","193","8.2","2024-08-22 11:00:01"
"180","신안 고이도","20240822","1100","20240822","1200","30","0","강수없음","80","적설없음","4","30","","","2.5","8.2","0.5","197","8.6","2024-08-22 11:00:01"
"181","여수 연도","20240822","1100","20240822","1200","20","0","강수없음","75","적설없음","3","31","","","1.4","10.8","0.5","187","10.9","2024-08-22 11:00:01"
"182","완도 생일도","20240822","1100","20240822","1200","20","0","강수없음","75","적설없음","3","30","","","1.4","8.1","0.5","190","8.2","2024-08-22 11:00:01"
"183","완도 소안도","20240822","1100","20240822","1200","20","0","강수없음","80","적설없음","3","31","","","4.2","7.3","0.5","210","8.4","2024-08-22 11:00:01"
"184","진도 관매도","20240822","1100","20240822","1200","30","0","강수없음","85","적설없음","4","29","","","6.9","7.9","0.5","221","10.5","2024-08-22 11:00:01"
"185","진도 대마도","20240822","1100","20240822","1200","30","0","강수없음","85","적설없음","4","29","","","6.9","7.9","0.5","221","10.5","2024-08-22 11:00:01"
"186","여수 대횡간도","20240822","1100","20240822","1200","20","0","강수없음","75","적설없음","3","31","","","1.4","10.8","0.5","187","10.9","2024-08-22 11:00:01"
"187","완도 금당도","20240822","1100","20240822","1200","20","0","강수없음","75","적설없음","3","31","","","1.4","8.8","0.5","189","8.9","2024-08-22 11:00:01"
"188","완도 여서도","20240822","1100","20240822","1200","20","0","강수없음","75","적설없음","3","31","","","2.2","7.1","0.5","197","7.4","2024-08-22 11:00:01"
"189","영광 안마도","20240822","1100","20240822","1200","30","0","강수없음","80","적설없음","4","31","","","3.9","11.4","0.5","199","12","2024-08-22 11:00:01"
"190","신안 우이도","20240822","1100","20240822","1200","30","0","강수없음","80","적설없음","4","31","","","5.1","7.7","0.5","214","9.2","2024-08-22 11:00:01"
"191","여수 손죽도","20240822","1100","20240822","1200","20","0","강수없음","75","적설없음","3","32","","","2.4","11.6","1","192","11.8","2024-08-22 11:00:01"
"192","신안 반월박지도","20240822","1400","20240822","1500","30","0","강수없음","85","적설없음","4","30","","","6.5","0.9","0.5","262","6.6","2024-08-22 14:00:01"
"193","고흥 연홍도","20240822","1400","20240822","1500","30","0","강수없음","75","적설없음","4","32","","","5.7","5.4","0.5","227","7.9","2024-08-22 14:00:01"
"194","강진 가우도","20240822","1400","20240822","1500","60","1","3.0mm","80","적설없음","4","31","","","3.5","1.7","0","244","3.9","2024-08-22 14:00:01"
"195","여수 낭도","20240822","1400","20240822","1500","20","0","강수없음","75","적설없음","3","32","","","5.6","8.8","0.5","212","10.4","2024-08-22 14:00:01"
"196","진도 금호도","20240822","1400","20240822","1500","60","1","4.0mm","80","적설없음","4","30","","","4.2","1.2","0","254","4.4","2024-08-22 14:00:01"
"197","목포 외달도","20240822","1400","20240822","1500","60","1","2.0mm","85","적설없음","4","30","","","2.9","1.8","0","238","3.4","2024-08-22 14:00:01"
"198","여수 송도","20240822","1400","20240822","1500","20","0","강수없음","75","적설없음","3","32","","","5.6","9.5","0.5","211","11","2024-08-22 14:00:01"
"199","신안 옥도","20240822","1400","20240822","1500","20","0","강수없음","80","적설없음","3","31","","","6.1","0.5","0.5","265","6.1","2024-08-22 14:00:01"
"200","신안 기점소악도","20240822","1400","20240822","1500","30","0","강수없음","80","적설없음","4","31","","","7.5","1.1","0.5","262","7.6","2024-08-22 14:00:01"
"201","보성 장도","20240822","1400","20240822","1500","60","1","15.0mm","80","적설없음","4","31","","","2","3.3","0","211","3.9","2024-08-22 14:00:01"
"202","신안 선도","20240822","1400","20240822","1500","30","0","강수없음","80","적설없음","4","31","","","7.8","1.8","0.5","257","8","2024-08-22 14:00:01"
"203","무안 탄도","20240822","1400","20240822","1500","60","1","11.0mm","80","적설없음","4","31","","","5.7","2.5","0","246","6.2","2024-08-22 14:00:01"
"204","신안 고이도","20240822","1400","20240822","1500","30","0","강수없음","80","적설없음","4","30","","","5.6","2.1","0.5","249","6","2024-08-22 14:00:01"
"205","여수 연도","20240822","1400","20240822","1500","0","0","강수없음","75","적설없음","1","31","","","4.8","10.4","1","205","11.5","2024-08-22 14:00:01"
"206","완도 생일도","20240822","1400","20240822","1500","30","0","강수없음","75","적설없음","4","30","","","6.9","5.2","0.5","233","8.6","2024-08-22 14:00:01"
"207","완도 소안도","20240822","1400","20240822","1500","30","0","강수없음","80","적설없음","4","31","","","7.7","3.4","0.5","246","8.4","2024-08-22 14:00:01"
"208","진도 관매도","20240822","1400","20240822","1500","20","0","강수없음","85","적설없음","3","29","","","6.6","0.2","0.5","268","6.6","2024-08-22 14:00:01"
"209","진도 대마도","20240822","1400","20240822","1500","20","0","강수없음","85","적설없음","3","29","","","6.6","0.2","0.5","268","6.6","2024-08-22 14:00:01"
"210","여수 대횡간도","20240822","1400","20240822","1500","0","0","강수없음","75","적설없음","1","31","","","4.8","10.4","1","205","11.5","2024-08-22 14:00:01"
"211","완도 금당도","20240822","1400","20240822","1500","30","0","강수없음","75","적설없음","4","31","","","6","5.2","0.5","229","7.9","2024-08-22 14:00:01"
"212","완도 여서도","20240822","1400","20240822","1500","30","0","강수없음","80","적설없음","4","30","","","7.9","4.7","0.5","239","9.2","2024-08-22 14:00:01"
"213","영광 안마도","20240822","1400","20240822","1500","60","1","1.0mm","80","적설없음","4","31","","","8.8","-0.1","0.5","271","8.8","2024-08-22 14:00:01"
"214","신안 우이도","20240822","1400","20240822","1500","20","0","강수없음","80","적설없음","3","31","","","6.8","-0.6","0.5","275","6.8","2024-08-22 14:00:01"
"215","여수 손죽도","20240822","1400","20240822","1500","0","0","강수없음","75","적설없음","1","32","","","5.2","7.5","1.5","215","9.1","2024-08-22 14:00:01"
"216","신안 반월박지도","20240822","1700","20240822","1800","20","0","강수없음","85","적설없음","3","30","","","3.1","0.7","0.5","257","3.2","2024-08-22 17:00:01"
"217","고흥 연홍도","20240822","1700","20240822","1800","20","0","강수없음","80","적설없음","3","30","","","4.3","2","0.5","245","4.7","2024-08-22 17:00:01"
"218","강진 가우도","20240822","1700","20240822","1800","30","0","강수없음","85","적설없음","4","30","","","2.1","-0.1","0","273","2.1","2024-08-22 17:00:01"
"219","여수 낭도","20240822","1700","20240822","1800","20","0","강수없음","80","적설없음","3","30","","","4.7","4","0.5","230","6.2","2024-08-22 17:00:01"
"220","진도 금호도","20240822","1700","20240822","1800","20","0","강수없음","85","적설없음","3","29","","","2.2","0.1","0","267","2.2","2024-08-22 17:00:01"
"221","목포 외달도","20240822","1700","20240822","1800","60","1","1.0mm","85","적설없음","4","30","","","1.4","0.2","0","262","1.4","2024-08-22 17:00:01"
"222","여수 송도","20240822","1700","20240822","1800","20","0","강수없음","85","적설없음","3","30","","","4.9","4.6","0.5","227","6.7","2024-08-22 17:00:01"
"223","신안 옥도","20240822","1700","20240822","1800","0","0","강수없음","85","적설없음","1","30","","","3.2","0.5","0.5","261","3.2","2024-08-22 17:00:01"
"224","신안 기점소악도","20240822","1700","20240822","1800","20","0","강수없음","85","적설없음","3","30","","","3.5","0.7","0.5","259","3.6","2024-08-22 17:00:01"
"225","보성 장도","20240822","1700","20240822","1800","60","1","7.0mm","90","적설없음","4","29","","","1.6","0.7","0","246","1.7","2024-08-22 17:00:01"
"226","신안 선도","20240822","1700","20240822","1800","20","0","강수없음","85","적설없음","3","30","","","3.7","0.7","0.5","259","3.8","2024-08-22 17:00:01"
"227","무안 탄도","20240822","1700","20240822","1800","60","1","2.0mm","85","적설없음","4","30","","","2.6","0.6","0","257","2.7","2024-08-22 17:00:01"
"228","신안 고이도","20240822","1700","20240822","1800","20","0","강수없음","85","적설없음","3","30","","","2.5","0.7","0.5","254","2.6","2024-08-22 17:00:01"
"229","여수 연도","20240822","1700","20240822","1800","20","0","강수없음","80","적설없음","3","29","","","5.6","5.7","0.5","224","8","2024-08-22 17:00:01"
"230","완도 생일도","20240822","1700","20240822","1800","20","0","강수없음","85","적설없음","3","29","","","5","1.9","0.5","249","5.3","2024-08-22 17:00:01"
"231","완도 소안도","20240822","1700","20240822","1800","30","0","강수없음","85","적설없음","4","30","","","4.2","0.5","0.5","263","4.2","2024-08-22 17:00:01"
"232","진도 관매도","20240822","1700","20240822","1800","0","0","강수없음","90","적설없음","1","29","","","4.2","0.2","0.5","267","4.2","2024-08-22 17:00:01"
"233","진도 대마도","20240822","1700","20240822","1800","0","0","강수없음","90","적설없음","1","29","","","4.2","0.2","0.5","267","4.2","2024-08-22 17:00:01"
"234","여수 대횡간도","20240822","1700","20240822","1800","20","0","강수없음","80","적설없음","3","29","","","5.6","5.7","0.5","224","8","2024-08-22 17:00:01"
"235","완도 금당도","20240822","1700","20240822","1800","20","0","강수없음","85","적설없음","3","30","","","4.4","1.9","0.5","247","4.8","2024-08-22 17:00:01"
"236","완도 여서도","20240822","1700","20240822","1800","20","0","강수없음","85","적설없음","3","29","","","5.2","1.4","0.5","255","5.4","2024-08-22 17:00:01"
"237","영광 안마도","20240822","1700","20240822","1800","0","0","강수없음","80","적설없음","1","30","","","4.2","0.3","0.5","266","4.2","2024-08-22 17:00:01"
"238","신안 우이도","20240822","1700","20240822","1800","0","0","강수없음","85","적설없음","1","30","","","3.3","0.4","0.5","263","3.3","2024-08-22 17:00:01"
"239","여수 손죽도","20240822","1700","20240822","1800","20","0","강수없음","80","적설없음","3","31","","","5.3","1.7","1","252","5.6","2024-08-22 17:00:01"
"240","고흥 연홍도","20240822","2000","20240822","2100","20","0","강수없음","85","적설없음","3","29","","","3.6","0.5","0.5","262","3.6","2024-08-22 20:00:01"
"241","강진 가우도","20240822","2000","20240822","2100","0","0","강수없음","90","적설없음","1","28","","","1","0.2","0","259","1","2024-08-22 20:00:01"
"242","여수 낭도","20240822","2000","20240822","2100","20","0","강수없음","85","적설없음","3","29","","","4.1","1.3","0.5","252","4.3","2024-08-22 20:00:01"
"243","진도 금호도","20240822","2000","20240822","2100","0","0","강수없음","90","적설없음","1","27","","","1.5","0.3","0","259","1.5","2024-08-22 20:00:01"
"244","목포 외달도","20240822","2000","20240822","2100","20","0","강수없음","95","적설없음","3","27","","","0.9","0.4","0","246","1","2024-08-22 20:00:01"
"245","여수 송도","20240822","2000","20240822","2100","20","0","강수없음","85","적설없음","3","29","","","4.3","1.5","0.5","251","4.6","2024-08-22 20:00:01"
"246","신안 옥도","20240822","2000","20240822","2100","0","0","강수없음","90","적설없음","1","27","","","2.8","0.5","0.5","260","2.8","2024-08-22 20:00:01"
"247","신안 기점소악도","20240822","2000","20240822","2100","0","0","강수없음","90","적설없음","1","28","","","3.1","1.3","0.5","247","3.4","2024-08-22 20:00:01"
"248","보성 장도","20240822","2000","20240822","2100","20","0","강수없음","95","적설없음","3","27","","","1.3","0.1","0","266","1.3","2024-08-22 20:00:01"
"249","신안 선도","20240822","2000","20240822","2100","0","0","강수없음","90","적설없음","1","28","","","3.2","1.3","0.5","248","3.5","2024-08-22 20:00:01"
"250","무안 탄도","20240822","2000","20240822","2100","60","1","5.0mm","95","적설없음","4","28","","","1.7","0.9","0","242","1.9","2024-08-22 20:00:01"
"251","신안 고이도","20240822","2000","20240822","2100","0","0","강수없음","95","적설없음","1","27","","","2","0.8","0.5","248","2.2","2024-08-22 20:00:01"
"252","여수 연도","20240822","2000","20240822","2100","20","0","강수없음","85","적설없음","3","28","","","4.6","1.9","0.5","248","5","2024-08-22 20:00:01"
"253","완도 생일도","20240822","2000","20240822","2100","20","0","강수없음","90","적설없음","3","27","","","3.6","0.6","0.5","261","3.6","2024-08-22 20:00:01"
"254","완도 소안도","20240822","2000","20240822","2100","0","0","강수없음","95","적설없음","1","28","","","3.2","0","0.5","270","3.2","2024-08-22 20:00:01"
"255","진도 관매도","20240822","2000","20240822","2100","0","0","강수없음","95","적설없음","1","28","","","3.1","0.5","0.5","261","3.1","2024-08-22 20:00:01"
"256","진도 대마도","20240822","2000","20240822","2100","0","0","강수없음","95","적설없음","1","28","","","3.1","0.5","0.5","261","3.1","2024-08-22 20:00:01"
"257","여수 대횡간도","20240822","2000","20240822","2100","20","0","강수없음","85","적설없음","3","28","","","4.6","1.9","0.5","248","5","2024-08-22 20:00:01"
"258","완도 금당도","20240822","2000","20240822","2100","20","0","강수없음","90","적설없음","3","28","","","3.6","0.5","0.5","262","3.6","2024-08-22 20:00:01"
"259","완도 여서도","20240822","2000","20240822","2100","20","0","강수없음","95","적설없음","3","27","","","3.6","0.4","0.5","264","3.6","2024-08-22 20:00:01"
"260","영광 안마도","20240822","2000","20240822","2100","0","0","강수없음","85","적설없음","1","28","","","3.5","1.3","0.5","250","3.7","2024-08-22 20:00:01"
"261","신안 우이도","20240822","2000","20240822","2100","0","0","강수없음","95","적설없음","1","28","","","2.9","0.7","0.5","256","3","2024-08-22 20:00:01"
"262","여수 손죽도","20240822","2000","20240822","2100","60","1","4.0mm","80","적설없음","4","30","","","4.6","0.5","1","264","4.6","2024-08-22 20:00:01"
"263","신안 반월박지도","20240822","2300","20240823","0000","0","0","강수없음","100","적설없음","1","26","","","3.1","1.2","0.5","249","3.3","2024-08-22 23:00:01"
"264","고흥 연홍도","20240822","2300","20240823","0000","0","0","강수없음","90","적설없음","1","28","","","3.8","-0.7","0.5","280","3.9","2024-08-22 23:00:01"
"265","강진 가우도","20240822","2300","20240823","0000","0","0","강수없음","95","적설없음","1","26","","","0.9","0.1","0","264","0.9","2024-08-22 23:00:01"
"266","여수 낭도","20240822","2300","20240823","0000","60","1","5.0mm","85","적설없음","4","28","","","4.8","-1.1","0.5","283","4.9","2024-08-22 23:00:01"
